letter,tags,headword,eng,rus,forms,variants
,"n
сущ.","чча́шин
ˈtʃːaʃin",sauce,соус,"ччашне-
ччишниппе",
,"n
сущ.","чче́ме
ˈtʃːeme",bridge,мост,ччимирбе,
,"n
сущ.","ччиғ
ˈtʃːiʁ",smile,улыбка,ччиғре,
,"v cls
гл. кл.","ччиғ бирцца́ра
ˌtʃːiʁ birˈtsːara",to smile,улыбаться,"~ биццара
~ биццур",
,"n
сущ.","ччиғана́й
tʃːiʁaˈnaj",violin,скрипка,ччиғанайте,
,"n
сущ.","ччиғя́ть
tʃːiˈʁætʼ",vulture,стервятник,ччиғятье,
,"n
сущ.","ччилья́
tʃːilˈhæ",twig,веточка,,
,"n
сущ.","ччи́ма
ˈtʃːima",council,"совет, годекан",,
,"n
сущ.","ччи́мсе
ˈtʃːimse",quince,айва,,
,"intj
межд.","ччипп-ччипп
tʃːipː-ˈtʃːipː",calling a bird,подзыв птицы,,
,"v cls
гл. кл.","ччирғ цабирга́ра
ˌtʃːirʁ tsabirˈgara",to scout,разведывать,"~ цабигара
~ цабижив",
,"n
сущ.","ччирғуппа́й
tʃːirʁuˈpːaj",whirlpool,водоворот,,
,"n
сущ.","ччирс
ˈtʃːirs",wrath,гнев,,
,"adj
прил.","ччирч
ˈtʃːirtʃ",rude,грубый,,
,"n
сущ.","ччирччи́ған
tʃːirˈtʃːiʁan",whorl,завиток,ччирччиғне,
,"v cls
гл. кл.","ччиҳ бирцца́ра
ˌtʃːix birˈtsːara",to stick up,стоять торчком,"~ биццара
~ биццур",
,"n
сущ.","ччиччи́
tʃːiˈtʃːi",meat,мясо,,
,"n
сущ.","ччиччимя́ъ
tʃːitʃːiˈmæʔ",seashell,ракушка,ччиччимяъре,
,"n
сущ.","ччу
ˈtʃːu",tendon,сухожилие,"ччум-
ччуме",
,"n
сущ.","ччу́ға
ˈtʃːuʁa",bangs,челка,"ччуған-
ччуғме",
,"adj
прил.","ччуму́с
tʃːuˈmus",salty,солёный,,
,"v cls
гл. кл.","ччур бира́ра
ˌtʃːur biˈrara",to tour,совершать обход,"~ барара
~ барив",
,"v cls
гл. кл.","ччур цабирга́ра
ˌtʃːur tsabirˈgara",to whirl,кружиться,"~ цабигара
~ цабижив",
,"v cls
гл. кл.","ччур ьабира́ра
ˌtʃːur habiˈrara",to twirl,вертеть,"~ ьабарара
~ ьабарив",
,"n
сущ.","ччурк
ˈtʃːurk",bird cherry,черемуха,,
,"n
сущ.","ччучч
ˈtʃːutʃː",bun,булочка,ччуччре,
,"n
сущ.","ччуччуья́р
tʃːutʃːuˈhær",mistletoe,омела,,
,"n
сущ.","ччуша́
tʃːuˈʃa",trough,корыто,"ччушан
ччушне",
,"n
сущ.","ччям
ˈtʃːæm",wire,проволка,ччямре,
,"n
сущ.","ччя́ркко
ˈtʃːærkːo",secretion,выделения,ччярккон-,
,"n
сущ.","ччяччи́
tʃːæˈtʃːi",psycho,псих,,
чь,,,,,,
,"n
сущ.","чьа́ка
ˈtʃʼaka",eagle,орёл,чьикне,
,"n
сущ.","чьакь
ˈtʃʼakʼ",caspian roach,вобла,чьикье,
,"n
сущ.","чьаҡьо́
tʃʼaˈqʼo",bread,хлеб,чьаҡьон-,
,"n
сущ.","чьа́ла
ˈtʃʼala","spoke
lot
fork","спица
жребий
филка","чьалан-
чьиле",
,"n
сущ.","чьа́ле
ˈtʃʼale",shoot,побег,"чьалин-
чьилме",
,"n
сущ.","чьа́лтьа
ˈtʃʼaltʼa",breadth,широта,"чьалтьан-
чьалтне",
,"num
числ.","чьвел
ˈtʃʼʷel",two,два,"чьул-
чьу",
,"num n
числ. сущ.","чьвел-ра
ˈtʃʼvel-ra",both,"оба, двое",чьуллел-,
,"n
сущ.","чьи
ˈtʃʼi",round board,круглая доска,"чьил-
чьиме",
,"n
сущ.","чьив
ˈtʃʼiv",chirp,чирик,,
,"v cls
гл. кл.","чьиғ бира́ра
ˌtʃʼiʁ biˈrara",to scald,ошпаривать,"~ барара
~ барив",
,"v cls
гл. кл.","чьиж бира́ра
ˌtʃʼiʒ biˈrara",to roast,прожаривать,"~ барара
~ барив",
,"n
сущ.","чьикьа́м
tʃʼiˈkʼam",brushwood,хворост,чьикьме,
,"n
сущ.","чьилғя́н
tʃʼilˈʁæn",stretching,растяжка,чьилғянте,
,"n
сущ.","чьили́кь
tʃʼiˈlikʼ",latch,задвижка,чьиликье,
,"n
сущ.","чьим
ˈtʃʼim",span,пядь,чьимре,
,"v cls
гл. кл.","чьимчьи́н ьабира́ра
tʃʼimˌtʃʼin habiˈrara",to wrinkle,морщить,"~ ьабарара
~ ьабарив",
,"v cls
гл. кл.","чьимчьи́н ьабирга́ра
tʃʼimˌtʃʼin habirˈgara",to curl up,заворачиваться,"~ ьабигара
~ ьабижив",
,"n
сущ.","чьинть
ˈtʃʼintʼ",juice,сок,,
,"n
сущ.","чьип
ˈtʃʼip",syrup,сироп,,
,"n
сущ.","чьить
tʃʼiˈtʼ",chimney,дымоход,"чьитьа
чьитьан",
,"n
сущ.","чьи́ша
ˈtʃʼiʃːa",reservoir bottom,дно водоёма,,
,"adv
нар.","чьишгу́
tʃʼiʃˈgu",under arms,подмышкой,,
,"n
сущ.","чьишгу́ла
tʃʼiʃˈgula",armit,подмышка,"чьишгулал-
чьишгулабе",
,"n
сущ.","чьи́ья
ˈtʃʼihæ",culinary scoop,"ковш, кулинарный совок","чьиьян-
чьиьме",
,"adv num
нар. числ.","чьу-чьу
ˈtʃʼu-tʃʼu",by two,по два,,
,"num cls
числ. кл.","чьуба́
tʃʼuˈba",two groups,две группы,,
,"adj
прил.","чьуба́г
tʃʼuˈbag",binary,двойной,,
,"v cls
гл. кл.","чьуба́г бира́ра
tʃʼuˌbag biˈrara",to halve,делить пополам,"~ барара
~ барив",
,"n
сущ.","чьу́буть
ˈtʃʼubutʼ",half,половина,чьубутье,
,"n
сущ.","чьуда́рҡь
tʃʼuˈdarqʼ",twin,близнец,чьударҡье,
,"num
числ.","чьуда́рш
tʃʼuˈdarʃ",two hunders,двести,,
,"adj n num
прил. сущ. числ.","чьу́йбил
ˈtʃʼujbil",second,второй,,
,"adv num
нар. числ.","чьу́йна
ˈtʃʼujna",twice,дважды,,
,"adv
нар.","чьу́йнал
ˈtʃʼujnal",twofold,вдвое,,
,"n
сущ.","чьуйна́т
tʃʼujˈnat",duo,группа из двух,,
,"adv
нар.","чьу́йняҡьи
ˈtʃʼujnæqʼi",second time,на второй раз,,
,"n
сущ.","чьуҡья́й
tʃʼuˈqʼæj",1.5 meters,1.5 метра,,
,"n
сущ.","чьу́лла
ˈtʃʼulla",number two,двойка,"чьуллан-
чьуллуме",
,"n
сущ.","чьумуҡҡа́н
tʃʼumuˈqːan",two-humped,двугорбый,чьумуҡҡанте,
,"n
сущ.","чьу́нге
ˈtʃʼunge",twice plowed field,twice plowed field,,
,"n
сущ.","чьунть
ˈtʃʼuntʼ",lip,губа,чьунтьре,
,"adj
прил.","чьурка́
tʃʼurˈka","double
pregnant","двойной
беременная",,
,"v cls
гл. кл.","чьурка́ кабира́ра
tʃʼurˌka kabiˈrara",to fold,складывать,"~ кабарара
~ кабарив",
,"n
сущ.","чьуркь
ˈtʃʼurkʼ",doubt,сомнение,,
,"n
сущ.","чьурчьу́р
tʃʼurˈtʃʼur",measles,корь,,
,"n
сущ.","чьутьла́н
tʃʼutʼˈlan",churn,маслобойка,чьутьланте,
,"n
сущ.","чьутья́ғ
tʃʼuˈtʼæʁ",branching,разветвление,чьутьяғе,
,"n
сущ.","чьучьу́
tʃʼuˈtʃʼu",bird,птица,,
,"n
сущ.","чьуья́р
tʃʼuˈhær",young tree,молодое дерево,чьуьунде,
,"n
сущ.","чьява́р
tʃʼæˈvar",floor,пол,"чьявре-
чьявруме",
,"n
сущ.","чьяғ
ˈtʃʼæʁ",cry,крик,,
,"n
сущ.","чьяж
ˈtʃʼæʒ",sizzle,щипение,,
,"v cls
гл. кл.","чьям бира́ра
ˌtʃʼæm biˈrara",to chew,жевать,"~ барара
~ барив",
,"n
сущ.","чьянкьа́
tʃʼænˈkʼa",palas carpet,палас,"чьянкьан-
чьянкьиппе",
,"adj
прил.","чьянкьу́
tʃʼænˈkʼu",bare,обнажённый,,
,"v cls
гл. кл.","чьяпь ьабира́ра
ˌtʃʼæpʼ habiˈrara",to pump out,выкачивать,"~ ьабарара
~ ьабарив",
,"n
сущ.","чьярҡ
ˈtʃʼærq",lash,хлест,,
,"n
сущ.","чьярҡу́
tʃʼærˈqu",birch rod,розга,чьярҡне,
,"n
сущ.","чьярть
ˈtʃʼærtʼ",splatter,разбрызгивание,,
,"adj
прил.","чьячья́
tʃʼæˈtʃʼæ",stiff,"тугой, жесткий",,
,"n
сущ.","чьяь
ˈtʃʼæh",reed,камыш,чьяьян-,
ш,,,,,,
,"n
сущ.","ша́вше
ˈʃavʃe",cereal mix porridge,каша из смеси круп,,
,"n
сущ.","шак
ˈʃak",feeling,ощущение,,
,"v cls
гл. кл.","шак бирка́ра
ˌʃak birˈkara","to guess
to feel","догадываться
ощущать","~ бикара
~ бичив",
,"n
сущ.","шакде́ҳ
ʃakˈdex",intuition,интуиция,,
,"n adj
сущ. прил.","ша́ла
ˈʃala",light,"свет, светлый","шалун-
шалме",
,"v
гл.","ша́ла дирка́ра
ˌʃala dirˈkara",to dawn,светать,"~ дикара
~ дичив",
,"n
сущ.","шалда́н
ʃalˈdan",steel,сталь,,
,"n
сущ.","шалка́
ʃalˈka",orion,Орион,,
,"n
сущ.","шалу́кь
ʃaˈlukʼ",tadpole,головастик,шалукье,
,"n
сущ.","шама́кь
ʃaˈmakʼ",mold,плесень,,
,"v cls
гл. кл.","шама́кь ьабурҡа́ра
ʃaˌmakʼ haburˈqara",to grow moldy,плесневеть,"~ ьабяҡара
~ ьабярҡив",
,"n
сущ.","шамаха́
ʃamaˈχa",shamakhi,шемахы,,
,"n
сущ.","шаму́л
ʃaˈmul",mint,мята,шалме-,
,"n
сущ.","шан
ˈʃan",villager,сельчанин,шанте,
,"n
сущ.","шапи́
ʃaˈpi",grave niche,ниша в могиле,,
,"n
сущ.","шаппа́
ʃaˈpːa",rag,тряпка,"шаппан
шиппне",
,"adj
прил.","шапьа́р
ʃaˈpʼar",unhealthy,нездоровый,,
,"n
сущ.","шапьра́н
ʃapʼˈran",saffron,шафран,,
,"n
сущ.","ша́ра
ˈʃara","puddle
lake","лужа
озеро","шаран
ширбе",
,"n
сущ.","шара́в
ʃaˈrav",sorbet,шербет,,
,"n
сущ.","шарша́в
ʃarˈʃav",covering,покрывало,шаршавте,
,"adj
прил.","шат
ˈʃat",joyful,веселый,,
,"n
сущ.","шатланкка́
ʃatlanˈkːa",plaid fabric,клетчатая ткань,,
,"n
сущ.","шатли́ҡҡ
ʃatˈliqː",party,вечеринка,шатлиҡҡе,
,"n
сущ.","шаття́ҡь
ʃaˈtːæqʼ",tramp,нищий,шаттяҡье,
,"n
сущ.","шатьме́н
ʃatʼˈmen",messenger,вестник,шатьменте,
,"n
сущ.","шах
ˈʃaχ",frost,иней,,
,"n
сущ.","шаьа́р
ʃaˈhar",city,город,шаьарте,
,"n
сущ.","шве
ˈʃʷe",seeds,семена,швел-,
,"num
числ.","швел
ˈʃʷel",five,пять,"шул-
шу",
,"n
сущ.","шве́на
ˈʃʷena","north
shadow side","север
теневой склон",,
,"n
сущ.","шве́нта
ˈʃʷenta",roe deer,косуля,швентбе,
,"n
сущ.","шве́тьа
ˈʃʷetʼa",lizard,ящерица,шветьне,
,"n
сущ.","швянть
ˈʃʷæntʼ",sniff,шмыг,,
,"n
сущ.","швяр
ˈʃʷær",gust,порыв,,
,"v cls
гл. кл.","швяр утта́ра
ˌʃʷær uˈtːara",to dash,проноситься,"~ берттара
~ берттив",
,"v cls
гл. кл.","швяр цабикьо́ра
ˌʃʷær tsabiˈkʼora",to blow,"сквозить, продувать",,
,"n
сущ.","шеде́п
ʃeˈdep",nacre,перламутр,,
,"n
сущ.","шейтьу́н
ʃejˈtʼun",fiend,бес,шейтьунте,
,"n
сущ.","шейх
ˈʃejχ",religious figure,религиозный деятель,шейхре,
,"n
сущ.","ше́ле
ˈʃele",side,бок,"шел-
шилме",
,"n
сущ.","шелиди́рҡьол
ʃeliˈdirqʼol",rib,ребро,шелидирҡьле,
,"n
сущ.","шем
ˈʃem",male lamb,ягнёнок самец,шимре,
,"n
сущ.","шерго́р
ʃerˈgor",sirwal,шаровары,шергорте,
,"n
сущ.","ше́ре
ˈʃere",breeze,ветерок,шерин-,
,"n
сущ.","ше́рже
ˈʃerʒe",garlic,чеснок,шержи-,
,"n
сущ.","шерҳ
ˈʃerx",squirrel,белка,ширҳбе,
,"adv
нар.","шетти́р
ʃeˈtːir",on a visit,в гости,,
,"n
сущ.","шеттлиъя́
ʃetːliˈʔæ",who visits frequently,гуляка,шеттлиъне,
,"n
сущ.","шеьи́
ʃeˈhi",five cents,5 копеек,шеьне,
,"n
сущ.","ши
ˈʃi",village,село,"шил-
шиме",
,"n
сущ.","шиву́т
ʃiˈvut",cheviot,шевиот,,
,"n
сущ.","шивши́тьан
ʃivˈʃitʼan",vortex,вихрь,шившитьне,
,"n
сущ.","шигу́рт
ʃiˈgurt",apprentice,подмастерье,шигурте,
,"n
сущ.","шикала́т
ʃikaˈlat",chocolate,шоколадный,,
,"n
сущ.","шиҡ
ˈʃiq",enamel,эмаль,,
,"n
сущ.","шиҡя́й
ʃiˈqæj",chick,цыплёнок,шиҡне,
,"n
сущ.","шиҡь
ˈʃiqʼ",action,действие,,
,"v cls
гл. кл.","шиҡь бира́ра
ˌʃiqʼ biˈrara",to move,шевелить,"~ барара
~ барив",
,"v cls
гл. кл.","шиҡь бирга́ра
ˈʃiqʼ birˌgara",to move,двигаться,"~ бигара
~ бижив",
,"v cls
гл. кл.","шиҡь бирҳа́ра
ˌʃiqʼ birˈxara",to start,начинать,"~ биҳара
~ бишив",
,"v cls
гл. кл.","шиҡь цабира́ра
ˌʃiqʼ tsabiˈrara",to engage,задействовать,"~ цабарара
~ цабарив",
,"n
сущ.","шиҡьуть
ʃiqʼuˈtʼ",activity,деятельность,шиҡьутьме,
,"n
сущ.","ши́ҡья
ˈʃiqʼæ",ink,чернила,шиҡьян-,
,"n
сущ.","ши́ҡья ранг
ˌʃiqʼæ ˈrang",violet,фиолетовый,,
,"v cls
гл. кл.","шил цабурҡа́ра
ˌʃil tsaburˈqara",to seem to appear,мерещиться,"~ цабяҡара
~ цабяҡив",
,"n
сущ.","шила́н
ʃiˈlan",tabasaranian,табасаранец,шиле,
,"n
сущ.","шилку́тт
ʃilˈkutː",bridesmaid,подруга невесты,шилкуттне,
,"n
сущ.","ши́лла
ˈʃilla",hornbeam,граб,,
,"n
сущ.","шилта́ҡҡ
ʃilˈtaqː",fraud,мошенничество,шилтаҡҡе,
,"n
сущ.","шилцу́ҡҡ
ʃilˈtsuqː",slacker,гуляка,шилцуҡҡе,
,"n
сущ.","ши́мша
ˈʃimʃa",moss,мох,шимшан-,
,"n
сущ.","шин
ˈʃin",water,вода,"шине-
шинбе",
,"v
гл.","шин дира́ра
ˌʃin diˈrara",to swim,плавать,"~ дарара
~ дарив",
,"n
сущ.","шина́л
ʃiˈnal",tabasaran,табасаран,,
,"adj
прил.","шини́ш
ʃiˈniʃ",green,зеленый,,
,"n
сущ.","шинниъя́н
ʃinniˈʔæn",water animal,водное животное,шинниъне,
,"n
сущ.","шинт
ˈʃint",cradle,колыбель,"шинтан
шинтре",
,"adj
прил.","шиня́ҡ
ʃiˈnæq",liquid,жидкий,,
,"n
сущ.","шипи́р
ʃiˈpir",roof shingle,шифер,шипирте,
,"n
сущ.","шипу́н
ʃiˈpun",chiffon,шифон,,
,"v cls
гл. кл.","шипьи́р бикьо́ра
ʃiˌpʼir biˈkʼora",to lisp,шепелявить,~ бикьул,
,"n
сущ.","шипьра́
ʃipʼˈra",squeaking,пищание,,
,"n
сущ.","шир
ˈʃir",paint,краска,,
,"adj
прил.","шира́
ʃiˈra",on foot,пеший,,
,"v cls
гл. кл.","шира́ бирьо́ра
ʃiˌra birˈhora","to camp
to dismount","размещаться
спешиваться","~ биьора
~ биьяв",
,"v cls
гл. кл.","шира́ кабира́ра
ʃiˌra kabiˈrara",to dispose,располагать,"~ кабарара
~ кабарив",
,"n
сущ.","ши́ре
ˈʃire",helminth,глист,ширин-,
,"n
сущ.","ши́ркка
ˈʃirkːa",horn,рог,"ширккан-
ширккме",
,"n
сущ.","шити́л
ʃiˈtil",seedling,рассада,шитилте,
,"n
сущ.","ших
ˈʃiχ",sir,почетный статус,,
,"n
сущ.","шиша́
ʃiˈʃa","bottle
glass","бутыль
стекло","шишан
шишме",
,"n
сущ.","шиши́м
ʃiˈʃim",melancholy,тоска,,
,"num
числ.","шуда́рш
ʃuˈdarʃ",five hundreds,пятьсот,,
,"n
сущ.","шу́кру
ˈʃukru",gratitude,благодарность (Богу),,
,"n
сущ.","шу́ҡҡа
ˈʃuqːa",hole,дыра,"шуҡҡан
шуҡҡуппе",
,"adj
прил.","шуҡҡуппа́р
ʃuqːuˈpːar",holey,дырявый,,
,"n
сущ.","шулму́ть
ʃulˈmutʼ",mole cricket,медведка,шулмутье,
,"adj
прил.","шулу́м
ʃuˈlum",lateral,боковой,,
,"v cls
гл. кл.","шулу́м цабурҡа́ра
ʃuˌlum tsaburˈqara",to look back,оборачиваться,"~ цабяҡара
~ цабяҡив",
,"v cls
гл. кл.","шулу́мле берга́ра
ʃuˌlumle berˈgara",to pass ignoring,проходить игнорируя,"~ бегара
~ бегур",
,"n
сущ.","шупи́р
ʃuˈpir",driver,водитель,шупирте,
,"n
сущ.","шур
ˈʃur",rock,скала,"шуре-
шурме",
,"n
сущ.","шурғу́р
ʃurˈʁur",gyrfalcon,кречет,шурғре,
,"n
сущ.","шуркка́нт
ʃurˈkːant",shurkkant,шуркант,,
,"adj
прил.","шуркьу́
ʃurˈkʼu",brisk,юркий,,
,"n
сущ.","шу́рпа
ˈʃurpa",thick soup,густой суп,"шурпан-
шурпне",
,"n
сущ.","шурш
ˈʃurʃ",slot,ниша,шуршме,
,"n
сущ.","шут
ˈʃut",account,счет,шутре,
,"n
сущ.","шуткка́
ʃutˈkːa",brush,щётка,"шутккан-
шутккне",
,"n pl
сущ. мн.","шутре́
ʃutˈre",abacus,счеты,,
,"n pl
сущ. мн.","шутре́
ʃutˈre",saliva,слюна,,
,"n
сущ.","шутря́ҡҡ
ʃutˈræqː",bib,слюнявчик,шутряҡҡе,
,"n
сущ.","шуть
ˈʃutʼ",light whistle,легкий свист,,
,"num
числ.","шуцьа́ли
ʃuˈtsʼali",fifty,пятьдесят,"шуцьал-
шуцьа",
,"n
сущ.","шушкка́
ʃuʃˈkːa",saber,сабля,"шушккан-
шушккне",
,"adj
прил.","шяв
ˈʃæv",dim,тусклый,,
,"v
гл.","шявҳ дира́ра
ˌʃævx diˈrara",to row,грести,"~ дарара
~ дарив",
,"n
сущ.","шям
ˈʃæm",candle,свеча,шямре,
,"n
сущ.","шя́мғя
ˈʃæmʁæ",demon,демон,шямғне,
,"n
сущ.","шямҡ
ˈʃæmq",blub,ревение,,
,"n
сущ.","шярҡ
ˈʃærq",scrape,шарканье,,
,"n pl
сущ. мн.","шярҡьне́
ʃærqʼˈne",slippers,тапочки,,
,"n
сущ.","шярп
ˈʃærp",scarf,шарф,шярпре,
,"n
сущ.","шярху́н
ʃærˈχun",hurricane,ураган,,
,"adj
прил.","шятту́
ʃæˈtːu",fancy,модный,,
,"n
сущ.","шяшли́кь
ʃæʃˈlikʼ",shashlik,шашлык,,
,"n
сущ.","шяъ
ˈʃæʔ",coal lump,уголёк,"шяъян-
шяъбе",
,"adj
прил.","шяъ ҡерҡ
ˌʃæʔ ˈqerq",carbon black,угольный,,
ь,,,,,,
,"intj
межд.","ьа
ˈha",ah,ах,,
,"v cls
гл. кл.","ьабалҡьа́на
habalˈqʼana",to disturb,тормошить,"ьабаҡьана
ьабаҡьун",
,"n
сущ.","ьабарза́г
habarˈzag",melon,дыня,ьабарзаге,
,"v cls
гл. кл.","ьабарҡа́ра
habarˈqara",to cease,прекращать,"ьабаҡара
ьабаҡив",
,"v cls
гл. кл.","ьабарҡиха́ра
habarqiˈχara",to reject,отвергать,"ьабаҡихара
ьабаҡихив",
,"v cls
гл. кл.","ьабарта́ра
habarˈtara",to shove,засовывать,"ьабатара
ьабатур",
,"adj cls
прил. кл.","ьабархи́в
habarˈχiv",turbulent,бурный,ьабархил,
,"v cls
гл. кл.","ьабаҳа́ра
habaˈxara",to perform action,производить действие,,
,"adv
нар.","ьабе́
haˈbe",uphill,в гору,,
,"adj cls
прил. кл.","ьаберчу́р
haberˈtʃur",restless,беспокойный,,
,"n
сущ.","ьабигра́
habigˈra",sunrise,восход,,
,"v cls
гл. кл.","ьабиға́ра
habiˈʁara",to amount,составлять (в сумме),"ьабағара
ьабағив",
,"v cls
гл. кл.","ьабикьа́ра
habiˈkʼara",to shove in,всовывать,"ьабакьара
ьабачьив",
,"v cls
гл. кл.","ьабилҡьа́на
habilˈqʼana","to rear
to kindle","содержать, растить
зажигать","ьабиҡьана
ьабиҡьун",
,"v cls
гл. кл.","ьабира́ра
habiˈrara",to put in,закидывать,"ьабарара
ьабарив",
,"v cls
гл. кл.","ьабирга́ра
habirˈgara",to perch,сидеть на насесте,"ьабигара
ьабижив",
,"v cls
гл. кл.","ьабирка́ра
habirˈkara","to quarrel
to become
to act","ругаться
становиться
действовать","ьабикара
ьабичив",
,"v cls
гл. кл.","ьабирха́ра
habirˈχara","to be busy
to tangle","быть занятым
спутывать","ьабархара
ьабархив",
,"v cls
гл. кл.","ьабирҳо́ра
habirˈxora",to hang out,развешивать,"ьабиҳора
ьабишур",
,"v cls
гл. кл.","ьабирцца́ра
habirˈtsːara",to get up,вставать,"ьабиццара
ьабиццур",
,"v cls
гл. кл.","ьабирьо́ра
habirˈhora","to originate
to war","происходить
воевать","ьабиьора
ьабиьяв",
,"n
сущ.","ьаби́ь
haˈbih",link,связь,,
,"v cls
гл. кл.","ьабувъя́на
habuvˈʔæna",to get turbid,мутнеть,"ьабявъяна
ьабявъун",
,"adj cls
прил. кл.","ьабуҡи́ж
habuˈqiʒ",appropriate,соответствующий,,
,"v cls
гл. кл.","ьабулҡа́на
hulˈqana","to overwhelm
to rise","сокрушать
всходить","ьабуҡана
ьабуҡун",
,"v cls
гл. кл.","ьабуркьа́ра
haburˈkʼara",to uproot,корчевать,"ьабаркьара
ьабарчьив",
,"v cls
гл. кл.","ьабуркьа́ра
haburˈkʼara",to rouse,пробуждать,"ьаберкьора
ьаберчьив",
,"v cls
гл. кл.","ьабурҡа́ра
haburˈqara",to kick,пинать,"ьабяҡара
ьабяҡив",
,"v cls
гл. кл.","ьабурха́ра
haburˈχara",to end,кончаться,"ьаберхора
ьаберхур",
,"v cls
гл. кл.","ьабурца́ра
haburˈtsara",to lift,поднимать,"ьабуцара
ьабуцив",
,"v cls
гл. кл.","ьабялхя́на
habælˈχæna",to invoke,вызывать,"ьабяхян
ьабяхун",
,"adv
нар.","ьав
ˈhav",towards,в направлении,,
,"n
сущ.","ьа́ва
ˈhava","air
climate","воздух
климат",,
,"n
сущ.","ьадархивде́ҳ
hadarχivˈdex",turmoil,суматоха,,
,"v
гл.","ьадирҳа́ра
hadirˈxara",to name,"нарекать, называть","ьадиҳара
ьадишив",
,"n
сущ.","ьади́ҳ
haˈdix",appearance,облик,,
,"n
сущ.","ьадуца́ла
haduˈtsala",housekeeping,хозяйственность,,
,"adj
прил.","ьайба́т
hajˈbat",sonorous,звучный,,
,"intj
межд.","ьа́йьай
ˈhajhaj",aye,так точно,,
,"intj
межд.","ьа́кка
ˈhakːa",give me,дай мне,ьаккай,
,"v cls
гл. кл.","ьа́кка бикьо́ра
ˌhakːa biˈkʼora",to solicit,выпрашивать,,
,"v cls
гл. кл.","ьакь бира́ра
ˌhakʼ biˈrara",to shake,шатать,"~ барара
~ барив",
,"v cls
гл. кл.","ьакь лукка́на
ˌhakʼ luˈkːana",to accelerate,ускорять,"~ беккара
~ беччив",
,"n
сущ.","ьакьра́
hakʼˈra",rocking,качка,,
,"n
сущ.","ьа́ҡре
ˈhaqre","might
capacity","сила
возможность",,
,"adj
прил.","ьа́ҡре акко́р
ˌhaqre aˈkːor",powerless,бессильный,,
,"n
сущ.","ьаҡу́ре
haˈqure",plenty,достаток,,
,"n
сущ.","ьаҡьле́й
haqʼˈlej",burdock,лопух,,
,"v
гл.","ьалга́на
halˈgana",to chant,скандировать,,
,"n
сущ.","ьали́пь
haˈlipʼ",swing,раскачивание,,
,"n
сущ.","ьалма́ғ
halˈmaʁ",lover,любовник,ьалмағе,
,"v cls
гл. кл.","ьалуга́на
haluˈgana",to disrupt,нарушать,"ьабалгана
ьабалгун",
,"v cls
гл. кл.","ьалука́на
haluˈkana",to rub against,тереться об,"ьабалкана
ьабалкун",
,"n
сущ.","ьалу́кь
haˈlukʼ",crowbar,лом,ьалукье,
,"v cls
гл. кл.","ьалу́кь ьабира́ра
haˌlukʼ habiˈrara",to move,расшевеливать,"~ ьабарара
~ ьабарив",
,"v cls
гл. кл.","ьалутьа́на
haluˈtʼana",to unseam,распарывать,"ьабалтьана
ьабалтьун",
,"v cls
гл. кл.","ьалуцьа́на
haluˈtsʼana","to stir up
to sort through","ворошить
перебирать","ьабалцьана
ьабалцьун",
,"v cls
гл. кл.","ьалучьа́на
haluˈtʃʼana",to think up,сочинять,"ьабелчьана
ьабелчьун",
,"n
сущ.","ьам
ˈham",memory,память,,
,"adj
прил.","ьам акко́р
ˌham aˈkːor",accidental,случайный,,
,"v cls
гл. кл.","ьам бирка́ра
ˌham birˈkara",to imagine,"представляться, думаться","~ бикара
~ бичив",
,"v cls
гл. кл.","ьам бихя́ра
ˌham biˈχæra",to remember,запоминать,~ бихяв,
,"v cls
гл. кл.","ьам буҡьа́ра
ˌham buˈqʼara",to forget,забывать,"~ берҡьара
~ берҡьив",
,"v
гл.","ьам бурца́ра
ˌham burˈtsara",to withstand,выдерживать,"~ буцара
~ буцив",
,"v cls
гл. кл.","ьам цабирка́ра
ˌham tsabirˈkara",to recall,вспоминать,"~ цабикара
~ цабичив",
,"v cls
гл. кл.","ьам циҡҡа́ра
ˌham tsiˈqːara",to remind,напоминать,"~ цаҡҡара
~ цаҡҡив",
,"adv
нар.","ьама́н
haˈman",always,всегда,,
,"n
сущ.","ьами́р
haˈmir",leaven,закваска,,
,"adv
нар.","ьами́сбар
haˈmisbar",thursday,четверг,,
,"adj
прил.","ьамкь
ˈhamkʼ",lukewarm,тепловатый,,
,"adv
нар.","ьана́
haˈna",currently,сейчас,ьанала,
,"n
сущ.","ьа́на
ˈhana",plate,плита,ьинбе,
,"n
сущ.","ьана́ше
haˈnaʃe",summer,лето,,
,"n
сущ.","ьангу́с
hanˈgus",grave slab,могильный брус,ьангусе,
,"n
сущ.","ьа́нзе
ˈhanze","dill
caraway","укроп
тмин",,
,"n
сущ.","ьапьлипьа́й
hapʼliˈpʼaj",pendulum,маятник,ьапьлипьайте,
,"det
дет.","ьар
ˈhar",each,каждый,,
,"intj
межд.","ьа́ра
ˈhara",look,смотри,,
,"intj
межд.","ьара́й-ьура́й
haˌraj-huˈraj",hustle and bustle,суматоха,,
,"adj
прил.","ьара́ҡ
haˈraq",far,далёкий,,
,"n
сущ.","ьараҡде́ҳ
haraqˈdex",distance,расстояние,,
,"adv
нар.","ьа́рбар
ˈharbar",daily,ежедневно,,
,"adv
нар.","ьа́рдаим
ˈhardaim",forever,навсегда,,
,"intj
межд.","ьа́ре
ˈhare",where,где,,
,"adj
прил.","ьарза́
harˈza",loose,"свободный, не тугой",,
